Gene	Terms
Dmagna000074-T1	GO:0022857,GO:0055085,GO:0016020
Dmagna000077-T1	GO:0048511,GO:0022857,GO:0016020,GO:0055085
Dmagna000078-T1	GO:0022857,GO:0055085,GO:0016020
Dmagna000079-T1	GO:0003724,GO:0006401,GO:0005634,GO:0003723,GO:0016020,GO:0005524,GO:0051607,GO:0016787,GO:0000460
Dmagna000080-T1	GO:0036099,GO:0016020,GO:0038023,GO:0070328,GO:0071944,GO:0009755,GO:0032024,GO:0042593,GO:0019221
Dmagna000083-T1	GO:0004712,GO:0006468,GO:0005856,GO:0005634,GO:0005524,GO:0005737,GO:0018210,GO:0018209,GO:0004674
Dmagna000089-T1	GO:0016301,GO:0016310,GO:0016773,GO:0036211,GO:0140096,GO:0005524
Dmagna000093-T1	GO:0005829
Dmagna000094-T1	GO:0005634,GO:0016445,GO:0019899,GO:0043065,GO:0000974,GO:0005813,GO:1990904,GO:0005829,GO:0070013,GO:0002250,GO:0008380,GO:0006397,GO:0006915
Dmagna000095-T1	GO:0033743,GO:0030091,GO:0005783,GO:0006979,GO:0005739,GO:0008270,GO:0033745
Dmagna000096-T1	GO:0004726,GO:0006470,GO:0005737,GO:0003993,GO:0017018
Dmagna000097-T1	GO:0004714,GO:0007169,GO:0016020,GO:0071944,GO:0006468,GO:0005524
Dmagna000097-T2	GO:0004714,GO:0007169,GO:0016020,GO:0071944,GO:0006468,GO:0005524
Dmagna000100-T1	GO:0004930,GO:0007186,GO:0016020
Dmagna000100-T2	GO:0004930,GO:0007186,GO:0016020
Dmagna000105-T1	GO:0003924,GO:0007165,GO:0016020,GO:0005525,GO:0071944,GO:0019003,GO:0004767,GO:0098772
Dmagna000106-T1	GO:0004930,GO:0007186,GO:0016020
Dmagna000112-T1	GO:1990745,GO:0032456,GO:0000149,GO:0042147,GO:0005829,GO:0015031
Dmagna000113-T1	GO:1990904,GO:0003735,GO:0006412,GO:0005840,GO:0030527,GO:0003677,GO:0000786,GO:0006334
Dmagna000114-T1	GO:0005634
Dmagna000116-T1	GO:0034450,GO:0030433,GO:0000151,GO:0005737,GO:0005634,GO:0004803,GO:0016567,GO:0016746,GO:0006313
Dmagna000117-T1	GO:0004930,GO:0007166,GO:0005886,GO:0007186
Dmagna000124-T1	GO:0051056,GO:0005096,GO:0060293,GO:1902532,GO:0090630
Dmagna000129-T1	GO:1902936
Dmagna000130-T1	GO:1902936
Dmagna000131-T1	GO:0035099,GO:0003925,GO:0043227,GO:0035006,GO:0005886,GO:0005525,GO:0005737,GO:0007163,GO:0022412,GO:0016028,GO:0030426,GO:0030027,GO:0051130,GO:0003006,GO:0007264,GO:0045177,GO:0045202,GO:0043229,GO:0009653,GO:0032794,GO:0019901,GO:0004022,GO:0060429,GO:0097206,GO:0051601,GO:0035010,GO:0050975,GO:0055059,GO:0008582,GO:0007274,GO:0001700,GO:0010591,GO:0051489,GO:0007424,GO:0090303,GO:0048749,GO:0046928,GO:0030036,GO:0048737,GO:0048010,GO:0035220,GO:0007552,GO:0046330,GO:0002165,GO:0016358,GO:0048569,GO:0050770,GO:0048588,GO:0006909,GO:0072659,GO:0008544,GO:0045185,GO:0030865,GO:0045860,GO:0044089,GO:0042060,GO:0007389,GO:0048232,GO:0061564,GO:0030833,GO:0035295,GO:0051258,GO:0097435,GO:0030031,GO:0006935,GO:0008360,GO:0045229,GO:0006897
Dmagna000136-T1	GO:0016864,GO:0005793,GO:0006457,GO:0005789,GO:0140096
Dmagna000137-T1	GO:0005201,GO:0005604,GO:0048856,GO:0005581,GO:0030246,GO:0016020
Dmagna000140-T1	GO:0005201,GO:0005604,GO:0048856,GO:0005581,GO:1903354,GO:0004252,GO:0007548,GO:0098645,GO:0016020,GO:0005615,GO:0032501,GO:0008104,GO:0030198
Dmagna000142-T1	GO:0006836,GO:0042910,GO:0008021,GO:0042908,GO:0055085,GO:0008504,GO:0043195,GO:0015378,GO:1901618,GO:0015844,GO:0016020,GO:0015837,GO:0099504,GO:1904647,GO:1904340,GO:0051608,GO:0015850,GO:0031594,GO:0001505,GO:0098657
Dmagna000144-T1	GO:0005759,GO:0050660,GO:0022900,GO:0009055,GO:0033539,GO:0045251,GO:0005515,GO:0048567,GO:0008258,GO:0007443,GO:0007424,GO:0009063,GO:0045333
Dmagna000145-T1	GO:0006325,GO:0005634,GO:0031491
Dmagna000146-T1	GO:0008061,GO:0005576,GO:0016020
Dmagna000149-T1	GO:0004867,GO:0005576
Dmagna000150-T1	GO:0005794,GO:0048731,GO:0003924,GO:0005525,GO:0016192,GO:0051649,GO:0015031,GO:0032154,GO:0005764,GO:0045177,GO:0005768,GO:0032011,GO:1990386,GO:1904801,GO:0031984,GO:0007112,GO:0098588,GO:0098793,GO:0002786,GO:0005829,GO:0061484,GO:0010883,GO:0007476,GO:0061951,GO:0045807,GO:0090596,GO:0099643,GO:0001505,GO:0006836,GO:0007268
Dmagna000151-T1	GO:0006486,GO:0005783,GO:0004169,GO:0097502,GO:0016020,GO:0071944
Dmagna000159-T1	GO:0005044,GO:0006897,GO:0016020,GO:0005737
Dmagna000160-T1	GO:0005044,GO:0006897,GO:0016020,GO:0005737,GO:0043231
Dmagna000161-T1	GO:0004745,GO:0042572,GO:0001917,GO:0052650,GO:0031090,GO:0098590,GO:0110095,GO:0007601,GO:0098827,GO:0102354,GO:0042175,GO:0005515,GO:0005740,GO:0042574,GO:0045494
Dmagna000163-T1	GO:0016020
Dmagna000164-T1	GO:0006486,GO:0000139,GO:0016758
Dmagna000165-T1	GO:0004516,GO:0009435,GO:0005829,GO:0016757,GO:0019365,GO:0032261
Dmagna000165-T2	GO:0004516,GO:0009435,GO:0005829,GO:0016757,GO:0019365,GO:0032261
Dmagna000167-T1	GO:0000978,GO:0006357,GO:0005634,GO:0003700
Dmagna000168-T1	GO:0006397,GO:0004386,GO:1990904,GO:0005524,GO:0140513,GO:0120114,GO:0003676,GO:0000377,GO:0008186,GO:0022618,GO:0140098,GO:0016787,GO:0003700,GO:0000381,GO:0007283,GO:0005975,GO:0006355
Dmagna000169-T1	GO:0016409,GO:0021899,GO:0016020,GO:0005794,GO:0019707,GO:0021537,GO:0098827,GO:0018345
Dmagna000170-T1	GO:0052650,GO:0042572,GO:0005654,GO:0005829,GO:0102354,GO:0005783,GO:0016229,GO:0005765,GO:0001649,GO:0042175,GO:0031984
Dmagna000171-T1	GO:0016020
Dmagna000172-T1	GO:0006685,GO:0004767,GO:0005576,GO:0005764,GO:0046513,GO:0016798,GO:0046872,GO:0016020
Dmagna000173-T1	GO:0030915,GO:0000724,GO:0016887,GO:0005634,GO:0005524
Dmagna000174-T1	GO:0048254,GO:0070761,GO:0000492,GO:0005634,GO:0000463
Dmagna000178-T1	GO:0031012,GO:0004222,GO:0006508,GO:0008270,GO:0016020,GO:0030574,GO:0030198
Dmagna000179-T1	GO:0003997,GO:0033540,GO:0005777,GO:0005504,GO:0071949,GO:0055088,GO:0009058
Dmagna000182-T1	GO:0004674,GO:0006468,GO:0000287,GO:0005524,GO:0018209,GO:0035556,GO:0016746
Dmagna000183-T1	GO:1902073,GO:0005634,GO:0033235,GO:0005737,GO:0032088
Dmagna000184-T1	GO:0016592,GO:0006357,GO:0003712,GO:0070847,GO:0010628,GO:0006351
Dmagna000185-T1	GO:0003723,GO:0060255,GO:0005737,GO:0016301,GO:0016310
Dmagna000186-T1	GO:0097196,GO:0008270,GO:0000724
Dmagna000188-T1	GO:0005938,GO:0016020
Dmagna000190-T1	GO:0006897,GO:0005509,GO:0016020,GO:0071944,GO:0071813,GO:0032370,GO:0004714,GO:0016319,GO:0004252
Dmagna000194-T1	GO:0005912,GO:0009887,GO:0003779,GO:0048731,GO:0005856,GO:0005178,GO:0005886,GO:0005737,GO:0030154,GO:2000643,GO:0030175,GO:1902965,GO:0045177,GO:1905668,GO:0014013,GO:1902115,GO:0008360
Dmagna000195-T1	GO:0000225,GO:0006506,GO:0005783,GO:0016020
Dmagna000195-T2	GO:0000225,GO:0006506,GO:0005783,GO:0016020
Dmagna000196-T1	GO:0003724,GO:0000398,GO:0005634,GO:0005524,GO:1902494,GO:1990904,GO:0000786,GO:0033644,GO:0016787,GO:0003676,GO:0007281,GO:0007292,GO:0004654,GO:0000179,GO:0006325,GO:0032988,GO:0030261,GO:0007419,GO:0000381,GO:0048515,GO:0006997,GO:0031167
Dmagna000197-T1	GO:0005858,GO:0070286,GO:0003352,GO:0060285
Dmagna000198-T1	GO:0005216,GO:0034220,GO:0016020
Dmagna000200-T1	GO:0012505,GO:0007399,GO:0020037,GO:0016020,GO:0005576,GO:0045666,GO:0030154
Dmagna000201-T1	GO:0016301,GO:0016310
Dmagna000202-T1	GO:0005581,GO:0005201,GO:0030198,GO:0031012,GO:0005615,GO:0016020
Dmagna000207-T1	GO:0000413,GO:0003755,GO:0005634,GO:0004842,GO:0016567,GO:0006457,GO:0061659,GO:1902494,GO:1990904,GO:0070013,GO:0005886,GO:0072659,GO:0005737
Dmagna000208-T1	GO:0004064,GO:0110165
Dmagna000209-T1	GO:0004190,GO:0005764,GO:0006508,GO:0008219,GO:0009617,GO:0003406,GO:0016020,GO:0061061,GO:0048477,GO:0098542
Dmagna000210-T1	GO:0004190,GO:0005764,GO:0006508,GO:0005615,GO:0045476,GO:1901143,GO:0038020,GO:0031904,GO:0045121,GO:0050829,GO:0098852,GO:0010008,GO:0042159,GO:0000045,GO:0042470,GO:0043280,GO:0070201,GO:0043065
Dmagna000211-T1	GO:0005388,GO:0070588,GO:0005886,GO:0043231,GO:0016887,GO:0051480,GO:0005524
Dmagna000213-T1	GO:0061689,GO:0035321,GO:0106435,GO:0005918,GO:0008065,GO:0061343,GO:0008233,GO:1903688,GO:0016328,GO:0008039,GO:0035151,GO:0009986,GO:0019991,GO:0048515,GO:0030513
Dmagna000214-T1	GO:0016887,GO:0051228,GO:0034098,GO:0030970,GO:0071712,GO:0005524,GO:0097352,GO:0005829,GO:0005634,GO:0030433,GO:0031593
Dmagna000215-T1	GO:0004386,GO:0010467,GO:0005634,GO:0090304,GO:0005524,GO:1990904,GO:0016020,GO:0003676,GO:0032508,GO:0008094
Dmagna000218-T1	GO:0071586,GO:0004222,GO:0005789,GO:0046872,GO:0043979,GO:0003690,GO:2000730,GO:0044029,GO:0005635,GO:1990036,GO:1903463,GO:0006925,GO:0032991,GO:2000618,GO:0061762,GO:0030327,GO:0043007,GO:1903799,GO:1903025,GO:0072423,GO:0060307,GO:0003417,GO:0007628,GO:0044030,GO:2000772,GO:0071480,GO:0032350,GO:0061337,GO:0003229,GO:0048538,GO:0055013,GO:0043516,GO:0001942,GO:0048145,GO:0030500,GO:0030282,GO:0008340,GO:0035264,GO:0060993,GO:0040014,GO:0003231,GO:0006998,GO:0050905,GO:0050688,GO:0010906,GO:0001889,GO:0070302,GO:0003007,GO:0032006,GO:0019216,GO:0010506,GO:0008360,GO:0006281,GO:0044255
Dmagna000224-T1	GO:0003921,GO:0006177,GO:0005524,GO:0016740
Dmagna000227-T1	GO:0016798,GO:0000139,GO:0008152
Dmagna000228-T1	GO:0005581,GO:0005201,GO:0030198,GO:0031012,GO:0005615,GO:0016020
Dmagna000232-T1	GO:0032981,GO:0005739
Dmagna000233-T1	GO:0030036,GO:0003779,GO:0005856,GO:0005737,GO:0034237,GO:0071933,GO:1902284,GO:0051127,GO:0045178,GO:0010592,GO:0045177,GO:0051491,GO:0005634,GO:0032991,GO:0033627,GO:0007520,GO:0048675,GO:0001764,GO:0030865,GO:0007411,GO:0007300,GO:0097435,GO:0030031,GO:0007413,GO:0034315,GO:0001745,GO:0008360,GO:0006909,GO:0022402
Dmagna000233-T2	GO:0003779,GO:0030036,GO:0005856,GO:0005737
Dmagna000234-T1	GO:0006486,GO:0016757,GO:0016020,GO:0046872,GO:0005975,GO:0140103,GO:0006688
Dmagna000235-T1	GO:0005581,GO:0005201,GO:0030198,GO:0031012,GO:0005615,GO:0016020
Dmagna000236-T1	GO:0005581,GO:0005201,GO:0030198,GO:0031012,GO:0042302,GO:0005615,GO:0048856,GO:0016020
Dmagna000237-T1	GO:0005581,GO:0005201,GO:0030198,GO:0031012,GO:0042302,GO:0005615,GO:0048856,GO:0016020
Dmagna000238-T1	GO:0005581,GO:0005201,GO:0030198,GO:0031012,GO:0042302,GO:0005615,GO:0048856,GO:0016020
Dmagna000239-T1	GO:0016020
Dmagna000240-T1	GO:0005581,GO:0005201,GO:0030198,GO:0031012,GO:0005615,GO:0016020
Dmagna000242-T1	GO:0005581,GO:0005201,GO:0030198,GO:0031012,GO:0005615,GO:0016020
Dmagna000243-T1	GO:0005581,GO:0005201,GO:0030198,GO:0031012,GO:0005615,GO:0016020
Dmagna000244-T1	GO:0005581,GO:0005201,GO:0030198,GO:0031012,GO:0005615,GO:0016020,GO:0016020
Dmagna000245-T1	GO:0005581,GO:0005201,GO:0030198,GO:0031012,GO:0005615,GO:0016020
Dmagna000246-T1	GO:0004830,GO:0006436,GO:0005759,GO:0005524,GO:0070127,GO:0002040
Dmagna000247-T1	GO:0042138,GO:0006310
Dmagna000248-T1	GO:0004970,GO:0035235,GO:0045211,GO:0034220,GO:0014069,GO:0060025,GO:0005272,GO:0099094,GO:0005267
Dmagna000248-T2	GO:0004970,GO:0035235,GO:0045211,GO:0034220
Dmagna000251-T1	GO:0007154,GO:0016020
Dmagna000253-T1	GO:0004970,GO:0035235,GO:0045211,GO:0034220,GO:0014069,GO:0060025,GO:0005272,GO:0099094,GO:0005267
Dmagna000266-T1	GO:0016020
Dmagna000272-T1	GO:0055085,GO:0000095,GO:0005739,GO:0019866,GO:0015805,GO:0005525,GO:0007017,GO:0005874
Dmagna000273-T1	GO:0016020
Dmagna000274-T1	GO:0003721,GO:0000781,GO:0006278,GO:0000333,GO:0070034,GO:0010833,GO:0042162,GO:0046872
Dmagna000279-T1	GO:0005388,GO:0070588,GO:0005886,GO:0043231,GO:0016887,GO:0051480,GO:0005524
Dmagna000282-T1	GO:0015031,GO:0005737
Dmagna000290-T1	GO:0008061,GO:0005576,GO:0006413,GO:0003743
Dmagna000292-T1	GO:0008061,GO:0006413,GO:0005576,GO:0003743
Dmagna000298-T1	GO:0004386,GO:0005524,GO:0016787,GO:0003676
Dmagna000299-T1	GO:0017064,GO:0005764,GO:0006631,GO:0017040,GO:0102121,GO:0097264,GO:0048668,GO:0016020
Dmagna000300-T1	GO:0004521,GO:0090502,GO:0016020,GO:0003723,GO:0046872,GO:0006955,GO:0005044,GO:0006897,GO:0030247
Dmagna000303-T1	GO:0031151,GO:0034729,GO:0005634,GO:0051726,GO:0006325
Dmagna000305-T1	GO:0005319,GO:0006801,GO:0004784,GO:0071451,GO:0046872,GO:0006869,GO:0098869
Dmagna000305-T2	GO:0005319,GO:0006801,GO:0004784,GO:0071451,GO:0046872,GO:0006869,GO:0098869
Dmagna000306-T1	GO:0005319,GO:0006801,GO:0004784,GO:0071451,GO:0046872,GO:0006869,GO:0098869
Dmagna000308-T1	GO:0016973,GO:0005643,GO:0005694,GO:0015031,GO:0045892
Dmagna000312-T1	GO:0043968,GO:0035267,GO:0008168,GO:0043967,GO:0003714,GO:0006338,GO:0045892,GO:0005634,GO:1904949,GO:0006281,GO:0070013,GO:0032259,GO:0060041,GO:0006357
Dmagna000313-T1	GO:0016567,GO:0005634,GO:0004674,GO:0080008
Dmagna000314-T1	GO:0016020
Dmagna000315-T1	GO:0005319,GO:0006869,GO:0004784,GO:0006801,GO:0071451,GO:0046872,GO:0098869
Dmagna000316-T1	GO:0016846,GO:0016020,GO:0046872
Dmagna000318-T1	GO:0005049,GO:0051168,GO:0005634,GO:0005737,GO:0031267,GO:0004197,GO:0006886,GO:0012505,GO:0031967,GO:0032991,GO:0006508
Dmagna000318-T2	GO:0005049,GO:0051168,GO:0005634,GO:0005737,GO:0031267,GO:0006886,GO:0012505,GO:0031967,GO:0032991
Dmagna000319-T1	GO:0007218,GO:0005576
Dmagna000321-T1	GO:0006325,GO:0008270,GO:0005634,GO:0003677,GO:0010629,GO:0006355,GO:0035064
Dmagna000321-T2	GO:0006325,GO:0005634,GO:0008270,GO:0003677,GO:0010629,GO:0006355,GO:0035064
Dmagna000321-T3	GO:0006325,GO:0005634,GO:0008270,GO:0003677,GO:0010629,GO:0006355,GO:0035064
Dmagna000322-T1	GO:0004879,GO:0030522,GO:0005634,GO:0006351,GO:0043565,GO:0008270,GO:0006355
Dmagna000326-T1	GO:2000767,GO:0003727,GO:0005737,GO:0008270,GO:0045182,GO:0003729
Dmagna000331-T1	GO:0006862,GO:0016020,GO:0015230,GO:0008517,GO:0005739,GO:0031967,GO:0055085,GO:0006839,GO:0015884
Dmagna000331-T2	GO:0006862,GO:0016020,GO:0015230,GO:0005739,GO:0008517,GO:0031967,GO:0055085,GO:0006839,GO:0015884
Dmagna000333-T1	GO:0140358,GO:0098655,GO:0016020,GO:0019829,GO:0016887,GO:0005524,GO:0046872
Dmagna000334-T1	GO:0003796,GO:0031640,GO:0016020,GO:0042742,GO:0008152
Dmagna000335-T1	GO:0003796,GO:0031640,GO:0016020,GO:0042742,GO:0008152
Dmagna000336-T1	GO:0008013
Dmagna000339-T1	GO:0043565,GO:0005634,GO:0006355,GO:0046872,GO:0001067,GO:0003690,GO:0000981,GO:0007548
Dmagna000341-T1	GO:0043565,GO:0005634,GO:0006355,GO:0046872,GO:0016020,GO:0001067,GO:0003690,GO:0000981,GO:0007548
Dmagna000347-T1	GO:0033204,GO:0001682,GO:0030677,GO:0004526,GO:0005730,GO:0090502,GO:0033819,GO:0000172,GO:0140513,GO:0005739,GO:0006364
Dmagna000348-T1	GO:0045039,GO:0042721,GO:0008320,GO:0030943,GO:0071806
Dmagna000349-T1	GO:0004801,GO:0006098,GO:0005737,GO:0005975
Dmagna000350-T1	GO:0007165,GO:0005856,GO:0045743,GO:0045742
Dmagna000356-T1	GO:0005245,GO:0005891,GO:0070588,GO:0045202,GO:0007528,GO:1901385,GO:0098916
Dmagna000365-T1	GO:0008039,GO:0005634,GO:0016203,GO:0016319,GO:0007298,GO:0048813,GO:0035220,GO:0007423,GO:0000122
Dmagna000371-T1	GO:0016020
Dmagna000374-T1	GO:0008061,GO:0005975,GO:0005576,GO:0004553,GO:0008362,GO:0008363,GO:0016020,GO:0018990,GO:0030246,GO:0042060,GO:0006032
Dmagna000375-T1	GO:0030141
Dmagna000376-T1	GO:0060205,GO:0019239,GO:0009168,GO:0016814,GO:0070161,GO:0005886,GO:0098552,GO:0009986,GO:0005829,GO:0060169,GO:0046103,GO:0006154,GO:0043103,GO:0042110
Dmagna000377-T1	GO:0017062,GO:0005739,GO:0033108
Dmagna000379-T1	GO:0016491
Dmagna000380-T1	GO:0006357,GO:0043565,GO:0005634,GO:0008270,GO:0003700,GO:0061629,GO:0046982,GO:0007510,GO:0061320,GO:0006963,GO:0048542,GO:0022416,GO:0007350,GO:0060047,GO:0035050,GO:0045893,GO:0045892,GO:0042440
Dmagna000382-T1	GO:0006357,GO:0043565,GO:0005634,GO:0008270,GO:0003700
Dmagna000383-T1	GO:0006357,GO:0043565,GO:0005634,GO:0008270,GO:0003700
Dmagna000384-T1	GO:0006357,GO:0043565,GO:0005634,GO:0008270,GO:0003700
Dmagna000387-T1	GO:0080008,GO:0016567,GO:0019005
Dmagna000388-T1	GO:0005737
Dmagna000390-T1	GO:0008119,GO:0032259,GO:0005737,GO:0006805,GO:0016020,GO:1904047
Dmagna000391-T1	GO:0032222,GO:0005886,GO:1903818,GO:0030431,GO:0048511
Dmagna000392-T1	GO:0061980,GO:0010468,GO:0005737,GO:0070578,GO:0090328,GO:0090624,GO:0035770,GO:0030727,GO:0016442,GO:0007294,GO:0003727,GO:0036099,GO:0019899,GO:0046959,GO:0007367,GO:0005634,GO:0003743,GO:0016020,GO:0070828,GO:1903313,GO:0031331,GO:0051301,GO:2000113,GO:0034249,GO:0051248,GO:0022618,GO:0006401,GO:0065008,GO:0016071,GO:0034470,GO:0006413,GO:0090502
Dmagna000392-T2	GO:0061980,GO:0010468,GO:0005737,GO:0070578,GO:0090328,GO:0035770,GO:0090624,GO:0030727,GO:0016442,GO:0007294,GO:0003727,GO:0003743,GO:0036099,GO:0046959,GO:0007367,GO:0019899,GO:0005634,GO:0016020,GO:0051301,GO:0070828,GO:1903313,GO:0031331,GO:0006413,GO:2000113,GO:0034249,GO:0051248,GO:0022618,GO:0006401,GO:0065008,GO:0016071,GO:0034470,GO:0090502
Dmagna000393-T1	GO:0042555,GO:0006270,GO:0004386,GO:0005634,GO:0032508,GO:0003677,GO:0005524,GO:0005694,GO:0016887,GO:0032993,GO:0070013,GO:0007049,GO:0005813,GO:0048471,GO:0000727,GO:0008094,GO:0006271,GO:0005515,GO:0016319,GO:0007405,GO:0030174
Dmagna000394-T1	GO:0016020
Dmagna000395-T1	GO:0008237,GO:0000502,GO:0001878,GO:0043161,GO:0016579,GO:0070628,GO:0005622
Dmagna000396-T1	GO:0032780,GO:0042030,GO:0005739,GO:0140260,GO:0051882,GO:0043532,GO:1901030,GO:0051117,GO:1904925,GO:0009986,GO:0016592,GO:1903214,GO:0005516,GO:0042802,GO:0030218,GO:0001937,GO:1903578,GO:0006783,GO:1903052,GO:0051346,GO:0072593,GO:0007634,GO:0150077,GO:0007601,GO:0006355
Dmagna000397-T1	GO:0016020
Dmagna000398-T1	GO:0005506,GO:0008610,GO:0016020,GO:0005783,GO:0004497,GO:0006643,GO:0031984,GO:0046485,GO:0016705
Dmagna000399-T1	GO:0006396,GO:1990904,GO:0003723,GO:0005634,GO:0010494,GO:0003735,GO:0005829,GO:0003677,GO:0071045,GO:0005840,GO:1903608,GO:0075522,GO:0016020,GO:0045727,GO:0006409,GO:0006399,GO:0006412
Dmagna000400-T1	GO:0140658,GO:0006338,GO:0005694,GO:0004386,GO:0010468,GO:0005524,GO:0005634,GO:0003677,GO:0016787,GO:0042393,GO:0003682
Dmagna000402-T1	GO:0071595,GO:0035307,GO:0031965,GO:0005737,GO:0006629
Dmagna000405-T1	GO:0031179,GO:0005886,GO:0005975
Dmagna000406-T1	GO:0008234,GO:0016579,GO:0101005
Dmagna000408-T1	GO:0016586,GO:0003682,GO:0006338,GO:0003677,GO:0006694,GO:0003854,GO:0006368,GO:0016514,GO:0016020
Dmagna000409-T1	GO:0003854,GO:0006694,GO:0016020
Dmagna000410-T1	GO:0003854,GO:0006694,GO:0016020
Dmagna000411-T1	GO:0051087
Dmagna000412-T1	GO:0042780,GO:0005759,GO:0000049,GO:0004674,GO:0005524,GO:0016310
Dmagna000413-T1	GO:0004596,GO:0007059,GO:0000139,GO:0043966,GO:0017196,GO:0004402
Dmagna000415-T1	GO:0004930,GO:0007186,GO:0016020,GO:0035590
Dmagna000418-T1	GO:0106413,GO:0002943,GO:0050660,GO:0140101,GO:0046872
Dmagna000419-T1	GO:0016020
Dmagna000420-T1	GO:0035556,GO:0005737
Dmagna000422-T1	GO:0045905,GO:0043022,GO:0005737,GO:0045901,GO:0003746,GO:0003743,GO:0003723,GO:0006414,GO:0006413,GO:0070131,GO:0019953
Dmagna000423-T1	GO:0008290,GO:0051016,GO:0003779,GO:0044877,GO:0005737,GO:0030036,GO:0051490,GO:0010591,GO:0000902
Dmagna000424-T1	GO:0007163,GO:0004697,GO:0110165,GO:0006468,GO:0009931,GO:0005524,GO:0018209,GO:0035556,GO:0106310,GO:0004022,GO:0003723
Dmagna000425-T1	GO:0046332,GO:0110165
Dmagna000426-T1	GO:0004713,GO:0006468,GO:0005737,GO:0002009,GO:0005524,GO:0007165,GO:0004712
Dmagna000428-T1	GO:0005267,GO:0071805,GO:0016020,GO:0030322,GO:0022840
Dmagna000430-T1	GO:0004198,GO:0006508
Dmagna000433-T1	GO:0046872
