NP_008621.1	GO:0006120,GO:0008137,GO:0070469,GO:0005743
XP_046436753.1	GO:0000398,GO:0003723,GO:0005684,GO:0005686,GO:1990447,GO:0003746,GO:0004386,GO:0033120,GO:0050767,GO:0006414
XP_046436754.1	GO:0008757,GO:0032259
XP_046436755.1	GO:0005929,GO:0030030,GO:0030992,GO:0005813,GO:0070925,GO:0016020
XP_046436756.1	GO:0005929,GO:0030030,GO:0030992,GO:0005813,GO:0070925,GO:0016020
XP_046436757.1	GO:0016567
XP_046436758.1	GO:0005730,GO:0000462,GO:0032040
XP_046436760.1	GO:0030246,GO:0016020
XP_046436761.1	GO:0030705,GO:0005856,GO:0051959,GO:0008017,GO:0031122,GO:0005737
XP_046436762.1	GO:0031048,GO:0005634,GO:1902369
XP_046436763.1	GO:0031048,GO:0005634,GO:1902369
XP_046436764.1	GO:0047464,GO:0030210,GO:0005794,GO:0016020,GO:0015012,GO:0005975
XP_046436767.1	GO:0033819,GO:0036211,GO:0005739,GO:0016874,GO:0016020,GO:2000376,GO:0051604
XP_046436768.1	GO:0016020
XP_046436769.1	GO:0004995,GO:0007217,GO:0005886,GO:0004983,GO:0007218
XP_046436770.1	GO:0051537,GO:0005783,GO:0106034,GO:0046872,GO:0004177,GO:0005739,GO:0016020
XP_046436771.1	GO:0032977,GO:0090150,GO:0031090,GO:0016705,GO:0005739,GO:0004497,GO:0005506,GO:0020037,GO:0033617,GO:0007006,GO:0072655,GO:0006839,GO:0006886
XP_046436772.1	GO:0005509,GO:0051213
XP_046436773.1	GO:0005509,GO:0051213
XP_046436774.1	GO:0005509,GO:0051213
XP_046436782.1	GO:0031409,GO:0000302,GO:0005737,GO:0016853,GO:0006629
XP_046436784.1	GO:0008284,GO:0005634,GO:0034244,GO:0032968,GO:0070013
XP_046436785.1	GO:0005509,GO:0004683,GO:0030234
XP_046436786.1	GO:0006182,GO:0016849,GO:0016020,GO:0009975,GO:0004672,GO:0005524,GO:0035556,GO:0004930,GO:0007186
XP_046436787.1	GO:0031146,GO:0019005
XP_046436788.1	GO:0006182,GO:0016849,GO:0016020,GO:0009975,GO:0004672,GO:0005524,GO:0035556,GO:0004930,GO:0007186
XP_046436789.1	GO:0004686,GO:0016310,GO:0006414,GO:0005516,GO:0005524,GO:0031037,GO:0005509,GO:0003746,GO:0061300
XP_046436790.1	GO:0004686,GO:0016310,GO:0006414,GO:0005516,GO:0005524,GO:0031037,GO:0005509,GO:0003746,GO:0061300
XP_046436791.1	GO:0004686,GO:0016310,GO:0006414,GO:0005516,GO:0005524,GO:0031037,GO:0005509,GO:0003746,GO:0061300
XP_046436792.1	GO:0016020
XP_046436793.1	GO:0016020
XP_046436794.1	GO:0016020
XP_046436795.1	GO:0016020
XP_046436796.1	GO:0016020
XP_046436797.1	GO:0003924,GO:0140251,GO:0030672,GO:0005525,GO:0043001,GO:0035272,GO:0045055,GO:0005794,GO:0017157,GO:0005768,GO:0030667,GO:0019002,GO:0005515,GO:0005886
XP_046436798.1	GO:0003924,GO:0017157,GO:0005768,GO:0005525,GO:0005794,GO:0016192,GO:0016020
XP_046436799.1	GO:0003924,GO:0005525
XP_046436801.1	GO:0001147,GO:0006369,GO:0016604,GO:0004386,GO:0003723
XP_046436802.1	GO:0001147,GO:0006369,GO:0016604,GO:0004386,GO:0003723
XP_046436803.1	GO:0001147,GO:0006369,GO:0016604,GO:0004386,GO:0003723
XP_046436804.1	GO:0001147,GO:0006369,GO:0016604,GO:0004386,GO:0003723
XP_046436805.1	GO:0001147,GO:0006369,GO:0016604,GO:0004386,GO:0003723
XP_046436806.1	GO:0001147,GO:0006369,GO:0016604,GO:0004386,GO:0003723
XP_046436807.1	GO:0016874,GO:0016567,GO:0005634,GO:0061630,GO:0006397,GO:0008270,GO:0003676
XP_046436808.1	GO:0016874,GO:0016567,GO:0005634,GO:0061630,GO:0006397,GO:0008270,GO:0003676
XP_046436810.1	GO:0051213,GO:0005634,GO:0046872
XP_046436811.1	GO:0003676,GO:0005737
XP_046436812.1	GO:0003676,GO:0005737
XP_046436813.1	GO:0004930,GO:0007166,GO:0016020,GO:0007186
XP_046436814.1	GO:0003676,GO:0005737
XP_046436815.1	GO:0030968,GO:0016020,GO:0055074
XP_046436818.1	GO:0003779,GO:0016567,GO:0016020
XP_046436819.1	GO:0003779,GO:0016567,GO:0016020
XP_046436820.1	GO:0003779,GO:0016567,GO:0016020
XP_046436821.1	GO:0003779,GO:0016567,GO:0016020
XP_046436822.1	GO:0003779,GO:0016567,GO:0016020
XP_046436823.1	GO:0003779,GO:0016567,GO:0016020
XP_046436824.1	GO:0003779,GO:0016567,GO:0016020
XP_046436825.1	GO:0005261,GO:0098655,GO:0017071,GO:0005886,GO:0006813,GO:0043855,GO:0098662,GO:0030553,GO:0019934,GO:0005217,GO:0001666,GO:0005244,GO:0015079,GO:0044877
XP_046436826.1	GO:0003997,GO:0006635,GO:0005777,GO:0071949,GO:0005504,GO:0009058,GO:0055088
XP_046436827.1	GO:0003997,GO:0006635,GO:0005777,GO:0071949,GO:0005504,GO:0009058,GO:0055088
XP_046436830.1	GO:0019948,GO:0031510,GO:0016925,GO:0005524,GO:0005737,GO:0016020,GO:0046872
XP_046436832.1	GO:0016020
XP_046436833.1	GO:0016020
XP_046436834.1	GO:0016020
XP_046436838.1	GO:0030368,GO:0019221,GO:0016020
XP_046436839.1	GO:0005096,GO:0016020,GO:0003676
XP_046436840.1	GO:0035658,GO:0016192
XP_046436841.1	GO:0036065,GO:0008417,GO:0032580
XP_046436842.1	GO:0016020
XP_046436843.1	GO:0003747,GO:0006415,GO:0005739,GO:0032543
XP_046436844.1	GO:0007160,GO:0005604,GO:0005615
XP_046436845.1	GO:0016301,GO:0016310,GO:0019005,GO:0007113,GO:0048749,GO:0016874,GO:0035220,GO:0005515,GO:0003723,GO:0031146,GO:0045787,GO:0031647
XP_046436846.1	GO:0016010
XP_046436847.1	GO:0016020
XP_046436848.1	GO:0016020
XP_046436849.1	GO:0035588,GO:0004930,GO:0016020,GO:0007189
XP_046436850.1	GO:0000062,GO:0005777,GO:0005739,GO:0016853,GO:0016020
XP_046436851.1	GO:0000062,GO:0005777,GO:0005739,GO:0016853,GO:0016020
XP_046436852.1	GO:0000062,GO:0005777,GO:0005739,GO:0016853,GO:0016020
XP_046436853.1	GO:0000981,GO:0006357,GO:0046983
XP_046436854.1	GO:0005856
XP_046436855.1	GO:0005856
XP_046436856.1	GO:0001520,GO:0007283,GO:0030154,GO:0005737
XP_046436857.1	GO:0033787,GO:0005737,GO:0009235,GO:0031419,GO:0032451,GO:0071949,GO:0000122,GO:0003714
XP_046436858.1	GO:0005121,GO:0021556,GO:0005576,GO:0008083,GO:0045087,GO:0007165
XP_046436859.1	GO:0005121,GO:0021556,GO:0005576,GO:0008083,GO:0045087,GO:0007165
XP_046436860.1	GO:0007007,GO:0061617
XP_046436861.1	GO:0031409,GO:0000302,GO:0005737,GO:0006629
XP_046436862.1	GO:0031409,GO:0000302,GO:0005737,GO:0006629
XP_046436863.1	GO:0006633,GO:0000035,GO:0005747,GO:0000036
XP_046436864.1	GO:0033108,GO:0005739
XP_046436865.1	GO:0000813,GO:0043162,GO:0043130,GO:0042246,GO:0007155
XP_046436866.1	GO:0004222,GO:0006508,GO:0007229,GO:0046872
XP_046436867.1	GO:0004222,GO:0006508,GO:0007229,GO:0046872
XP_046436868.1	GO:0022857,GO:0055085,GO:0016020,GO:0006820
XP_046436869.1	GO:0022857,GO:0055085,GO:0016020,GO:0006820
XP_046436870.1	GO:0022857,GO:0055085,GO:0016020,GO:0006820
XP_046436871.1	GO:0022857,GO:0055085,GO:0016020,GO:0006820
XP_046436872.1	GO:0030123,GO:0006886,GO:0140312,GO:0030665,GO:0016192,GO:0019887,GO:0033060,GO:0006726,GO:0007220,GO:0005956,GO:0010883,GO:0008340,GO:1900369,GO:0031396,GO:0044550,GO:0032940,GO:0098657,GO:0019438,GO:0018130,GO:1901362,GO:0007040
XP_046436873.1	GO:0030123,GO:0006886,GO:0030276,GO:0030665,GO:0016192,GO:0019887,GO:0030131,GO:0005956
XP_046436874.1	GO:0102521,GO:0008033,GO:0016020,GO:0010181,GO:0051539,GO:0046872,GO:0031590,GO:0009055,GO:1901659,GO:0009451,GO:1901566,GO:0022900
XP_046436875.1	GO:0009966,GO:0005783,GO:0004177,GO:0030170,GO:0016020,GO:0016740,GO:0031984,GO:0048484,GO:0003676,GO:0051093,GO:0051241,GO:0023057,GO:0010648,GO:0048585,GO:0009058
XP_046436876.1	GO:0016020,GO:0007005,GO:0005739
XP_046436877.1	GO:0016020
XP_046436878.1	GO:0048487,GO:0007021,GO:0005874,GO:0007023,GO:0051087,GO:0003723,GO:0005737,GO:0005730
XP_046436879.1	GO:0004672,GO:0016310,GO:0005524
XP_046436880.1	GO:0004672,GO:0016310,GO:0005524
XP_046436881.1	GO:0004672,GO:0016310,GO:0005524
XP_046436882.1	GO:0004672,GO:0016310,GO:0005524
XP_046436883.1	GO:0004672,GO:0016310,GO:0005524
XP_046436884.1	GO:0004672,GO:0016310,GO:0005524
XP_046436885.1	GO:0004672,GO:0016310,GO:0005524
XP_046436886.1	GO:0004672,GO:0016310,GO:0005524
XP_046436887.1	GO:0008061,GO:0005576,GO:0005975,GO:0016810,GO:0016020,GO:0019213
XP_046436888.1	GO:0008061,GO:0005576,GO:0005975,GO:0016020,GO:0016810,GO:0019213
XP_046436889.1	GO:0032783,GO:0006355,GO:0003746,GO:0003711,GO:0006414,GO:0006368
XP_046436890.1	GO:0032783,GO:0006355,GO:0003746,GO:0003711,GO:0006414,GO:0006368
XP_046436891.1	GO:0006120,GO:0005743,GO:0070469,GO:0030964,GO:0098798,GO:1902495
XP_046436892.1	GO:0006120,GO:0005743,GO:0070469,GO:0030964,GO:0098798,GO:1902495
XP_046436893.1	GO:0006120,GO:0005743,GO:0070469,GO:0030964,GO:0098798,GO:1902495
XP_046436894.1	GO:0004252,GO:0006508,GO:0016020
XP_046436895.1	GO:0030433,GO:0005783,GO:0016020
XP_046436896.1	GO:0016020,GO:0000150,GO:0006310
XP_046436905.1	GO:0046983,GO:0006357,GO:0016020,GO:0005634,GO:0000978,GO:0000981
XP_046436906.1	GO:0046983,GO:0006357,GO:0016020,GO:0005634,GO:0000978,GO:0000981
XP_046436907.1	GO:0046983,GO:0006357,GO:0016020,GO:0005634,GO:0000978,GO:0000981
XP_046436908.1	GO:0046983,GO:0006357,GO:0016020,GO:0005634,GO:0000978,GO:0000981
XP_046436909.1	GO:0046983,GO:0006357,GO:0016020,GO:0005634,GO:0000978,GO:0000981
XP_046436910.1	GO:0046983,GO:0006357,GO:0016020,GO:0005634,GO:0000978,GO:0000981
XP_046436911.1	GO:0046983,GO:0006357,GO:0016020,GO:0005634,GO:0000978,GO:0000981
XP_046436912.1	GO:0034703,GO:0005261,GO:0098655,GO:0050896
XP_046436913.1	GO:0034703,GO:0005261,GO:0098655,GO:0050896
XP_046436914.1	GO:0016012,GO:0060047,GO:0042383,GO:0005856
XP_046436915.1	GO:0005737,GO:0045467,GO:0007412,GO:1990709,GO:0008594,GO:0048786,GO:0051124,GO:0031594,GO:0048490,GO:0005925,GO:0099054,GO:0030424,GO:0048841,GO:0031290,GO:0032991,GO:0048675
XP_046436916.1	GO:0005737
XP_046436917.1	GO:0005737
XP_046436918.1	GO:0005737,GO:0045467,GO:0007412,GO:1990709,GO:0008594,GO:0048786,GO:0051124,GO:0031594,GO:0048490,GO:0005925,GO:0099054,GO:0030424,GO:0048841,GO:0031290,GO:0032991,GO:0048675
XP_046436919.1	GO:0007165,GO:0005096,GO:0045177,GO:0003384,GO:0007480
XP_046436920.1	GO:0007165,GO:0005096,GO:0045177,GO:0003384,GO:0007480
XP_046436921.1	GO:0007165,GO:0005096,GO:0016020
XP_046436922.1	GO:0008613,GO:0007589,GO:0005576,GO:0016020,GO:0007165,GO:0001664
XP_046436923.1	GO:0008613,GO:0007589,GO:0005576,GO:0016020,GO:0007165,GO:0001664
XP_046436924.1	GO:0007031,GO:0005777,GO:0016887,GO:0005829,GO:0031903,GO:0005524,GO:0015919,GO:0044743,GO:0065002,GO:0006605
XP_046436925.1	GO:0005044,GO:0006897,GO:0016020,GO:0005737
XP_046436926.1	GO:0007031,GO:0005777,GO:0016887,GO:0005829,GO:0031903,GO:0005524,GO:0015919,GO:0044743,GO:0065002,GO:0006605
XP_046436927.1	GO:0007031,GO:0005777,GO:0016887,GO:0005829,GO:0031903,GO:0005524,GO:0015919,GO:0044743,GO:0065002,GO:0006605
XP_046436928.1	GO:0007031,GO:0005777,GO:0016887,GO:0005829,GO:0031903,GO:0005524,GO:0015919,GO:0044743,GO:0065002,GO:0006605
XP_046436929.1	GO:0007031,GO:0005777,GO:0016887,GO:0005829,GO:0031903,GO:0005524,GO:0015919,GO:0044743,GO:0065002,GO:0006605
XP_046436930.1	GO:0007031,GO:0005777,GO:0016887,GO:0005829,GO:0031903,GO:0005524,GO:0015919,GO:0044743,GO:0065002,GO:0006605
XP_046436931.1	GO:0007031,GO:0005777,GO:0016887,GO:0005829,GO:0031903,GO:0005524,GO:0015919,GO:0044743,GO:0065002,GO:0006605
XP_046436932.1	GO:0007031,GO:0005777,GO:0016887,GO:0005829,GO:0031903,GO:0005524,GO:0015919,GO:0044743,GO:0065002,GO:0006605
XP_046436933.1	GO:0007031,GO:0005777,GO:0016887,GO:0005829,GO:0031903,GO:0005524,GO:0015919,GO:0044743,GO:0065002,GO:0006605
XP_046436934.1	GO:0007031,GO:0005777,GO:0016887,GO:0005829,GO:0031903,GO:0005524,GO:0015919,GO:0044743,GO:0065002,GO:0006605
XP_046436935.1	GO:0007031,GO:0005777,GO:0016887,GO:0005829,GO:0031903,GO:0005524,GO:0015919,GO:0044743,GO:0065002,GO:0006605
XP_046436936.1	GO:0005634,GO:0003677
XP_046436937.1	GO:0005634,GO:0003677
XP_046436938.1	GO:0005634,GO:0003677,GO:0006355
XP_046436940.1	GO:0016020
XP_046436942.1	GO:0048666,GO:0004725,GO:0016020,GO:0009982,GO:0016311,GO:0003723,GO:0001522,GO:0008033
XP_046436943.1	GO:0048666,GO:0004725,GO:0016020,GO:0009982,GO:0016311,GO:0003723,GO:0001522,GO:0008033
XP_046436944.1	GO:0048666,GO:0004725,GO:0016020,GO:0016311
XP_046436945.1	GO:0048666,GO:0004725,GO:0016020,GO:0016311
XP_046436946.1	GO:0048666,GO:0004725,GO:0016020,GO:0009982,GO:0016311,GO:0003723,GO:0001522,GO:0008033
XP_046436947.1	GO:0048666,GO:0004725,GO:0016020,GO:0009982,GO:0016311,GO:0003723,GO:0001522,GO:0008033
XP_046436948.1	GO:0048666,GO:0004725,GO:0016020,GO:0009982,GO:0016311,GO:0003723,GO:0001522,GO:0008033
XP_046436949.1	GO:0045944,GO:0003713,GO:0005634
XP_046436950.1	GO:0045944,GO:0003713,GO:0005634
XP_046436951.1	GO:0045944,GO:0003713,GO:0005634
XP_046436952.1	GO:0045944,GO:0003713,GO:0005634
XP_046436953.1	GO:0030178,GO:0005576,GO:0039706,GO:0048019,GO:0060828
XP_046436957.1	GO:0016020
XP_046436958.1	GO:0005854,GO:0006612,GO:0051082,GO:0043022
XP_046436959.1	GO:0035099,GO:0003924,GO:0031410,GO:0035006,GO:0005525,GO:0042995,GO:0005856,GO:0022412,GO:0005886,GO:0003006,GO:0007264,GO:0019901,GO:0060429,GO:0043652,GO:0008045,GO:0030865,GO:0060326,GO:0007163,GO:0032956,GO:0007015,GO:0008360
XP_046436960.1	GO:0045263,GO:0006754,GO:0046933,GO:0005739,GO:1902600,GO:0019866,GO:0006119
XP_046436961.1	GO:0016020
XP_046436962.1	GO:0030178,GO:0005576,GO:0039706,GO:0048019,GO:0060828
XP_046436963.1	GO:0031625,GO:0030162,GO:0005737,GO:0043161
XP_046436964.1	GO:0007266,GO:0031683,GO:0031526,GO:0001664,GO:0007186,GO:0005834,GO:0003924,GO:0005525
XP_046436965.1	GO:0044221,GO:0090729,GO:0006887,GO:0090175,GO:0044218,GO:0033644,GO:0035821,GO:0005576,GO:0005829,GO:0005886
XP_046436966.1	GO:0045296,GO:0005912,GO:0007155,GO:0051015,GO:0016477,GO:0015629,GO:0005737,GO:0005198,GO:0005886,GO:0008013,GO:0019898,GO:0098796
XP_046436967.1	GO:0045296,GO:0005912,GO:0007155,GO:0051015,GO:0016477,GO:0015629,GO:0005737,GO:0005198,GO:0005886,GO:0008013,GO:0019898,GO:0098796
XP_046436968.1	GO:0045296,GO:0005912,GO:0007155,GO:0051015,GO:0016477,GO:0015629,GO:0005737,GO:0005198,GO:0005886,GO:0008013,GO:0019898,GO:0098796
XP_046436969.1	GO:1901642,GO:0005337,GO:0016020,GO:0071944
XP_046436972.1	GO:0004222,GO:0006508,GO:0046872,GO:0070403,GO:0016740
XP_046436973.1	GO:0050080,GO:0006633,GO:0031907,GO:0005777,GO:0005759,GO:0042802,GO:0016020,GO:2001294,GO:0006085,GO:0046321,GO:0010906
XP_046436974.1	GO:0050080,GO:0006633,GO:0031907,GO:0005777,GO:0005759,GO:0042802,GO:0016020,GO:2001294,GO:0006085,GO:0046321,GO:0010906
XP_046436975.1	GO:0003724,GO:0006413,GO:0043229,GO:0003743,GO:0043233,GO:0005524,GO:1990904,GO:1902494,GO:0043227,GO:0043228,GO:0016787,GO:0003729
XP_046436976.1	GO:0043461,GO:0005739,GO:0016607,GO:0007005,GO:0005829
XP_046436977.1	GO:0005739,GO:0003735,GO:0006412,GO:1990904,GO:0005840
XP_046436978.1	GO:0005655,GO:0001682,GO:0004526,GO:0000172,GO:0006364,GO:0033204,GO:0005515,GO:0005737,GO:0005654
XP_046436979.1	GO:0016286,GO:0071805,GO:0016020,GO:0005516
XP_046436980.1	GO:0016286,GO:0071805,GO:0016020,GO:0005516
XP_046436981.1	GO:0004222,GO:0006508,GO:0046872,GO:0070403,GO:0016740
XP_046436982.1	GO:0016286,GO:0071805,GO:0016020,GO:0005516
XP_046436983.1	GO:0016286,GO:0071805,GO:0016020,GO:0005516
XP_046436984.1	GO:0016286,GO:0071805,GO:0016020,GO:0005516
XP_046436985.1	GO:0016286,GO:0071805,GO:0016020,GO:0005516
XP_046436986.1	GO:0016286,GO:0071805,GO:0016020,GO:0005516
XP_046436987.1	GO:0016286,GO:0071805,GO:0016020,GO:0005516
XP_046436988.1	GO:0016286,GO:0071805,GO:0016020,GO:0005516,GO:0022900,GO:0020037,GO:0009055,GO:0046872
XP_046436989.1	GO:0016286,GO:0071805,GO:0016020,GO:0005516,GO:0022900,GO:0020037,GO:0009055,GO:0046872
XP_046436990.1	GO:0016286,GO:0071805,GO:0016020,GO:0005516,GO:0022900,GO:0020037,GO:0009055,GO:0046872
XP_046436991.1	GO:0016286,GO:0071805,GO:0016020,GO:0005516,GO:0022900,GO:0020037,GO:0009055,GO:0046872
XP_046436992.1	GO:0004222,GO:0006508,GO:0046872,GO:0070403,GO:0016740
XP_046436993.1	GO:0016286,GO:0071805,GO:0016020,GO:0005516,GO:0022900,GO:0020037,GO:0009055,GO:0046872
XP_046436994.1	GO:0016286,GO:0071805,GO:0016020,GO:0005516,GO:0022900,GO:0020037,GO:0009055,GO:0046872
XP_046436995.1	GO:0016286,GO:0071805,GO:0016020,GO:0005516,GO:0022900,GO:0020037,GO:0009055,GO:0046872
XP_046436996.1	GO:0035091,GO:0034498,GO:0010008,GO:0005829,GO:0005739,GO:1990904,GO:0005840
XP_046436997.1	GO:0003724,GO:0000398,GO:0043229,GO:1990904,GO:0005524,GO:0043227,GO:1902494,GO:0016020,GO:0016787,GO:0003676,GO:0008270
XP_046436998.1	GO:0003724,GO:0000398,GO:0043229,GO:1990904,GO:0005524,GO:0043227,GO:0016787,GO:0003676,GO:0008270
XP_046436999.1	GO:0004190,GO:0006508,GO:0005737
XP_046437000.1	GO:0016020
XP_046437001.1	GO:0004222,GO:0006508,GO:0046872,GO:0070403,GO:0016740
XP_046437002.1	GO:0016020
XP_046437003.1	GO:0016567,GO:0005634,GO:0007049,GO:0043161
XP_046437004.1	GO:0005680
XP_046437005.1	GO:0003676
XP_046437006.1	GO:0003676
XP_046437007.1	GO:0003676
XP_046437008.1	GO:0003676
XP_046437009.1	GO:0003676
XP_046437010.1	GO:0004222,GO:0006508,GO:0046872,GO:0070403,GO:0016740
XP_046437011.1	GO:0003676
XP_046437012.1	GO:0003997,GO:0006635,GO:0005777,GO:0071949,GO:0005634,GO:0005504,GO:0042803,GO:0009058,GO:0042760,GO:0042743,GO:0055088,GO:0006693,GO:0006091
XP_046437013.1	GO:0003997,GO:0006635,GO:0005777,GO:0071949,GO:0005634,GO:0005504,GO:0042803,GO:0009058,GO:0042760,GO:0042743,GO:0055088,GO:0006693,GO:0006091
XP_046437014.1	GO:0016274,GO:0032259,GO:0005634
XP_046437015.1	GO:0008061,GO:0006032,GO:0005576,GO:0004568,GO:0019900,GO:0005975,GO:0002532,GO:0032722
XP_046437016.1	GO:0016154,GO:0006213,GO:0005829,GO:0009032,GO:0006206,GO:0004645,GO:0016020,GO:0042803,GO:1905333,GO:0046074,GO:0008083,GO:0051969,GO:0031641,GO:0000002,GO:0001525,GO:0030154,GO:0006935,GO:0007165
XP_046437017.1	GO:0016154,GO:0006213,GO:0005829,GO:0009032,GO:0006206,GO:0004645,GO:0016020,GO:0042803,GO:1905333,GO:0046074,GO:0008083,GO:0051969,GO:0031641,GO:0000002,GO:0001525,GO:0030154,GO:0006935,GO:0007165
XP_046437018.1	GO:0016154,GO:0006213,GO:0005829,GO:0004645,GO:0006206,GO:0009032
XP_046437019.1	GO:0004222,GO:0006508,GO:0046872,GO:0070403,GO:0016740
XP_046437020.1	GO:1990841,GO:0048471,GO:0005764,GO:0005634,GO:0016020
XP_046437021.1	GO:1990841,GO:0048471,GO:0005764,GO:0005634,GO:0016020
XP_046437022.1	GO:0030170,GO:0009058,GO:0097052,GO:0008483,GO:0006103,GO:0006536,GO:0042803
XP_046437023.1	GO:0006283,GO:0000109,GO:0031464,GO:0043161
XP_046437024.1	GO:0016459,GO:0003774,GO:0048731,GO:0003779,GO:0005524,GO:0030050,GO:0005902,GO:0003094,GO:0031982,GO:0005737,GO:0007015,GO:0005886,GO:0044877,GO:0140657,GO:0048513
XP_046437025.1	GO:0003810,GO:0006508,GO:0016020,GO:0046872,GO:0008233,GO:0003677
XP_046437026.1	GO:0003810,GO:0006508,GO:0016020,GO:0046872,GO:0008233,GO:0003677
XP_046437027.1	GO:0061860,GO:0090618,GO:0005634,GO:0016887,GO:0005524,GO:0003677
XP_046437028.1	GO:0022848,GO:0060079,GO:0045211,GO:0034220,GO:0004888
XP_046437029.1	GO:0022848,GO:0060079,GO:0045211,GO:0034220,GO:0004888
XP_046437036.1	GO:0051321
XP_046437037.1	GO:0002031,GO:0001664,GO:0005737,GO:0007165
XP_046437038.1	GO:0005854,GO:0006612,GO:0051082,GO:0043022
XP_046437039.1	GO:0016887,GO:0005524
XP_046437040.1	GO:0016020
XP_046437041.1	GO:0016020
XP_046437042.1	GO:0004571,GO:0006986,GO:0005783,GO:0005975,GO:0005509,GO:1904154,GO:0097466,GO:0016235,GO:0051787,GO:0016020,GO:0031984,GO:0045047
XP_046437045.1	GO:0004531,GO:0006259,GO:0016020,GO:0030262,GO:0034655,GO:0009057
XP_046437046.1	GO:0004531,GO:0006259,GO:0016020,GO:0030262,GO:0034655,GO:0009057,GO:0043353,GO:0045476,GO:0050776
XP_046437047.1	GO:0004531,GO:0006259,GO:0016020,GO:0030262,GO:0034655,GO:0009057,GO:0043353,GO:0045476,GO:0050776
XP_046437048.1	GO:0140616,GO:0042403,GO:0005886,GO:0006570,GO:0005654,GO:0010181,GO:0030659
XP_046437049.1	GO:0046983
XP_046437050.1	GO:0046983
XP_046437051.1	GO:0046983
XP_046437052.1	GO:0061860,GO:0090618,GO:0005634,GO:0016887,GO:0005524,GO:0003677
XP_046437053.1	GO:0046983
XP_046437054.1	GO:0042802
XP_046437055.1	GO:0042802
XP_046437056.1	GO:0004864,GO:0042325,GO:0005737
XP_046437057.1	GO:0101006,GO:0061851,GO:0050860,GO:0016604,GO:0097581,GO:0005829,GO:2000147,GO:0019855,GO:0007548,GO:0044325,GO:0030036,GO:0051015,GO:0005886,GO:0030154,GO:0035971
XP_046437058.1	GO:0101006,GO:0061851,GO:0007548,GO:0050860,GO:0016604,GO:0005829,GO:0097581,GO:2000147,GO:0019855,GO:0044325,GO:0030154,GO:0051015,GO:0030036,GO:0005886,GO:0035971
XP_046437059.1	GO:0101006,GO:0061851,GO:0050860,GO:0016604,GO:0097581,GO:0005829,GO:2000147,GO:0019855,GO:0044325,GO:0007548,GO:0030036,GO:0051015,GO:0005886,GO:0070062,GO:0030154,GO:0035971,GO:2000984,GO:0051350
XP_046437060.1	GO:0101006,GO:0061851,GO:0050860,GO:0016604,GO:0097581,GO:0005829,GO:2000147,GO:0019855,GO:0044325,GO:0007548,GO:0030036,GO:0051015,GO:0005886,GO:0070062,GO:0030154,GO:0035971,GO:2000984,GO:0051350
XP_046437061.1	GO:0006384,GO:0005634,GO:0006366
XP_046437062.1	GO:0005634,GO:0045717,GO:0080008,GO:0005737,GO:0016020
XP_046437064.1	GO:0031124,GO:0005634,GO:0003723,GO:0032991,GO:0010508
XP_046437065.1	GO:0031124,GO:0005634,GO:0003723,GO:0032991
XP_046437066.1	GO:0006596,GO:0016830,GO:0005737,GO:0009445,GO:0006591
XP_046437067.1	GO:0005096,GO:0043087,GO:0005737,GO:0046872
XP_046437068.1	GO:0031267,GO:0006886,GO:0005635,GO:0005829,GO:0005049,GO:0051170,GO:0034504,GO:0051168,GO:0072594
