Gene	Terms
Dmagna006956-T1	GO:0005975
Dmagna006956-T1	GO:0030246
Dmagna006956-T1	GO:0005576
Dmagna006956-T1	GO:0004553
Dmagna006961-T1	GO:0008482
Dmagna006961-T1	GO:0006790
Dmagna006961-T1	GO:0005758
Dmagna006961-T1	GO:0030151
Dmagna006961-T1	GO:0043546
Dmagna006961-T1	GO:0020037
Dmagna006961-T1	GO:0016020
Dmagna006962-T1	GO:0051920
Dmagna006962-T1	GO:0098869
Dmagna006962-T1	GO:0005829
Dmagna006962-T1	GO:0005739
Dmagna006962-T1	GO:0045454
Dmagna006962-T1	GO:0042744
Dmagna006962-T1	GO:0006979
Dmagna006963-T1	GO:0008289
Dmagna006963-T1	GO:0015908
Dmagna006963-T1	GO:0005829
Dmagna006963-T1	GO:0005634
Dmagna006963-T1	GO:0033293
Dmagna006964-T1	GO:0008289
Dmagna006964-T1	GO:0015908
Dmagna006964-T1	GO:0005829
Dmagna006964-T1	GO:0005634
Dmagna006964-T1	GO:0033293
Dmagna006965-T1	GO:0008289
Dmagna006965-T1	GO:0015908
Dmagna006965-T1	GO:0005829
Dmagna006965-T1	GO:0005634
Dmagna006965-T1	GO:0033293
Dmagna006967-T1	GO:0008289
Dmagna006967-T1	GO:0015908
Dmagna006967-T1	GO:0005829
Dmagna006967-T1	GO:0005615
Dmagna006967-T1	GO:0140214
Dmagna006967-T1	GO:0033293
Dmagna006967-T1	GO:0005634
Dmagna006967-T1	GO:2001245
Dmagna006967-T1	GO:0008092
Dmagna006967-T1	GO:0016020
Dmagna006967-T1	GO:0055091
Dmagna006967-T1	GO:0008134
Dmagna006967-T1	GO:0046320
Dmagna006967-T1	GO:0001947
Dmagna006967-T1	GO:0042632
Dmagna006967-T1	GO:0032365
Dmagna006967-T1	GO:0043009
Dmagna006967-T1	GO:0050873
Dmagna006967-T1	GO:0003407
Dmagna006967-T1	GO:0007420
Dmagna006971-T1	GO:0008289
Dmagna006971-T1	GO:0015908
Dmagna006971-T1	GO:0005829
Dmagna006971-T1	GO:0005634
Dmagna006971-T1	GO:0033293
Dmagna006972-T2	GO:0008289
Dmagna006972-T2	GO:0015908
Dmagna006972-T2	GO:0005829
Dmagna006972-T2	GO:0005634
Dmagna006972-T2	GO:0033293
Dmagna006972-T1	GO:0008289
Dmagna006972-T1	GO:0015908
Dmagna006972-T1	GO:0005829
Dmagna006972-T1	GO:0005634
Dmagna006972-T1	GO:0033293
Dmagna006973-T1	GO:0016459
Dmagna006973-T1	GO:0003774
Dmagna006973-T1	GO:0003779
Dmagna006973-T1	GO:0005524
Dmagna006973-T1	GO:0030017
Dmagna006973-T1	GO:0016020
Dmagna006975-T1	GO:0030017
Dmagna006975-T1	GO:0003774
Dmagna006975-T1	GO:0003779
Dmagna006975-T1	GO:0016459
Dmagna006975-T1	GO:0005524
Dmagna006977-T1	GO:0043495
Dmagna006977-T1	GO:0072659
Dmagna006977-T1	GO:0016324
Dmagna006982-T1	GO:0004563
Dmagna006982-T1	GO:0005975
Dmagna006982-T1	GO:0005764
Dmagna006982-T1	GO:1901135
Dmagna006982-T1	GO:0102148
Dmagna006982-T1	GO:1905379
Dmagna006982-T1	GO:0046514
Dmagna006982-T1	GO:0008375
Dmagna006982-T1	GO:0042802
Dmagna006982-T1	GO:0060473
Dmagna006982-T1	GO:0008478
Dmagna006982-T1	GO:0001669
Dmagna006982-T1	GO:0046982
Dmagna006982-T1	GO:0005615
Dmagna006982-T1	GO:0050885
Dmagna006982-T1	GO:0016020
Dmagna006982-T1	GO:0005829
Dmagna006982-T1	GO:0043615
Dmagna006982-T1	GO:0042552
Dmagna006982-T1	GO:0007040
Dmagna006982-T1	GO:0007341
Dmagna006982-T1	GO:0007626
Dmagna006982-T1	GO:0044273
Dmagna006982-T1	GO:0019915
Dmagna006982-T1	GO:0008049
Dmagna006982-T1	GO:0051651
Dmagna006982-T1	GO:0007605
Dmagna006982-T1	GO:0001501
Dmagna006982-T1	GO:0070050
Dmagna006982-T1	GO:0048477
Dmagna006982-T1	GO:0006874
Dmagna006982-T1	GO:0072329
Dmagna006982-T1	GO:0045944
Dmagna006982-T1	GO:0009057
Dmagna006982-T1	GO:0008360
Dmagna006982-T1	GO:0008654
Dmagna006982-T1	GO:0050884
Dmagna006982-T1	GO:0060395
Dmagna006982-T1	GO:0009443
Dmagna006982-T1	GO:0030534
Dmagna006982-T1	GO:0048667
Dmagna006982-T1	GO:0019538
Dmagna006982-T1	GO:0044260
Dmagna006982-T1	GO:0009059
Dmagna006983-T1	GO:0007049
Dmagna006983-T1	GO:0097134
Dmagna006983-T1	GO:0016538
Dmagna006983-T1	GO:0051301
Dmagna006983-T1	GO:0005813
Dmagna006983-T1	GO:0000079
Dmagna006983-T1	GO:0097135
Dmagna006983-T1	GO:0005634
Dmagna006983-T1	GO:0005737
Dmagna006984-T1	GO:0051377
Dmagna006984-T1	GO:0006506
Dmagna006984-T1	GO:0005789
Dmagna006984-T1	GO:0008484
Dmagna006984-T1	GO:0005829
Dmagna006984-T1	GO:0005886
Dmagna006986-T1	GO:0003714
Dmagna006986-T1	GO:0045892
Dmagna006986-T1	GO:0005634
Dmagna006986-T1	GO:0046872
Dmagna006986-T1	GO:0006351
Dmagna006986-T2	GO:0003714
Dmagna006986-T2	GO:0045892
Dmagna006986-T2	GO:0005634
Dmagna006986-T2	GO:0046872
Dmagna006986-T2	GO:0006351
Dmagna006987-T1	GO:0005227
Dmagna006987-T1	GO:0098655
Dmagna006987-T1	GO:0016020
Dmagna006988-T1	GO:0000472
Dmagna006988-T1	GO:0003723
Dmagna006988-T1	GO:0030688
Dmagna006988-T1	GO:0000480
Dmagna006988-T1	GO:0030686
Dmagna006988-T1	GO:0000447
Dmagna006988-T1	GO:0005730
Dmagna006988-T1	GO:0000056
Dmagna006999-T1	GO:0034657
Dmagna006999-T1	GO:0043161
Dmagna006999-T2	GO:0034657
Dmagna006999-T2	GO:0043161
Dmagna007000-T1	GO:0016593
Dmagna007000-T1	GO:0006368
Dmagna007000-T1	GO:0000993
Dmagna007000-T1	GO:0016570
Dmagna007000-T1	GO:0003682
Dmagna007001-T1	GO:0006357
Dmagna007001-T1	GO:0003700
Dmagna007001-T1	GO:0005634
Dmagna007001-T1	GO:0003677
Dmagna007001-T1	GO:0001067
Dmagna007003-T1	GO:0030942
Dmagna007003-T1	GO:0005786
Dmagna007003-T1	GO:0006614
Dmagna007003-T1	GO:0008312
Dmagna007004-T1	GO:0016020
Dmagna007005-T1	GO:0005634
Dmagna007006-T1	GO:0000226
Dmagna007006-T1	GO:0005815
Dmagna007006-T1	GO:0043015
Dmagna007006-T1	GO:0019901
Dmagna007006-T1	GO:0005794
Dmagna007006-T1	GO:0005516
Dmagna007006-T1	GO:0000976
Dmagna007006-T1	GO:0031116
Dmagna007006-T1	GO:0008017
Dmagna007006-T1	GO:0046600
Dmagna007006-T1	GO:1903504
Dmagna007006-T1	GO:0035371
Dmagna007006-T1	GO:0097431
Dmagna007006-T1	GO:0048471
Dmagna007006-T1	GO:0051653
Dmagna007006-T1	GO:0030010
Dmagna007006-T1	GO:0033047
Dmagna007006-T1	GO:0010965
Dmagna007006-T1	GO:0007088
Dmagna007006-T1	GO:0030071
Dmagna007006-T1	GO:0051656
Dmagna007006-T1	GO:1903047
Dmagna007006-T1	GO:0007059
Dmagna007006-T1	GO:0140694
Dmagna007006-T1	GO:0045893
Dmagna007006-T1	GO:0051649
Dmagna007006-T2	GO:0000226
Dmagna007006-T2	GO:0005815
Dmagna007006-T2	GO:0043015
Dmagna007006-T2	GO:0019901
Dmagna007006-T2	GO:0005794
Dmagna007006-T2	GO:0005516
Dmagna007006-T2	GO:0000976
Dmagna007006-T2	GO:0031116
Dmagna007006-T2	GO:0008017
Dmagna007006-T2	GO:0046600
Dmagna007006-T2	GO:1903504
Dmagna007006-T2	GO:0035371
Dmagna007006-T2	GO:0097431
Dmagna007006-T2	GO:0048471
Dmagna007006-T2	GO:0051653
Dmagna007006-T2	GO:0030010
Dmagna007006-T2	GO:0033047
Dmagna007006-T2	GO:0010965
Dmagna007006-T2	GO:0007088
Dmagna007006-T2	GO:0030071
Dmagna007006-T2	GO:0051656
Dmagna007006-T2	GO:1903047
Dmagna007006-T2	GO:0007059
Dmagna007006-T2	GO:0140694
Dmagna007006-T2	GO:0045893
Dmagna007006-T2	GO:0051649
Dmagna007007-T1	GO:0033063
Dmagna007007-T1	GO:0000724
Dmagna007007-T1	GO:0005657
Dmagna007011-T1	GO:0004177
Dmagna007011-T1	GO:0006508
Dmagna007011-T1	GO:0005737
Dmagna007011-T1	GO:0008237
Dmagna007011-T1	GO:0016020
Dmagna007011-T1	GO:0008270
Dmagna007011-T1	GO:0043171
Dmagna007011-T1	GO:0042277
Dmagna033910-T1	GO:0008237
Dmagna033910-T1	GO:0006508
Dmagna033910-T1	GO:0016020
Dmagna033910-T1	GO:0004177
Dmagna033910-T1	GO:0005737
Dmagna033910-T1	GO:0043171
Dmagna033910-T1	GO:0008270
Dmagna033910-T1	GO:0042277
Dmagna033910-T1	GO:1902476
Dmagna033910-T1	GO:0005254
Dmagna007012-T1	GO:0008237
Dmagna007012-T1	GO:0006508
Dmagna007012-T1	GO:0005737
Dmagna007012-T1	GO:0004177
Dmagna007012-T1	GO:0008270
Dmagna007012-T1	GO:0016020
Dmagna007012-T1	GO:0043171
Dmagna007012-T1	GO:0042277
Dmagna007013-T1	GO:0008237
Dmagna007013-T1	GO:0006508
Dmagna007013-T1	GO:0005737
Dmagna007013-T1	GO:0004177
Dmagna007013-T1	GO:0016020
Dmagna007013-T1	GO:0008270
Dmagna007013-T1	GO:0043171
Dmagna007013-T1	GO:0031984
Dmagna007013-T1	GO:0012505
Dmagna007013-T1	GO:0043231
Dmagna007013-T1	GO:0042277
Dmagna007013-T1	GO:1902476
Dmagna007013-T1	GO:0005254
Dmagna007014-T1	GO:0001733
Dmagna007014-T1	GO:0009247
Dmagna007014-T1	GO:0016020
Dmagna007016-T1	GO:0008237
Dmagna007016-T1	GO:0006508
Dmagna007016-T1	GO:0016020
Dmagna007016-T1	GO:0004177
Dmagna007016-T1	GO:0005737
Dmagna007016-T1	GO:0008270
Dmagna007016-T1	GO:0043171
Dmagna007016-T1	GO:0070062
Dmagna007016-T1	GO:0009986
Dmagna007016-T1	GO:0042277
Dmagna007016-T1	GO:0043231
Dmagna007016-T1	GO:0071944
Dmagna007017-T1	GO:0004177
Dmagna007017-T1	GO:0006508
Dmagna007017-T1	GO:0016020
Dmagna007017-T1	GO:0005737
Dmagna007017-T1	GO:0008237
Dmagna007017-T1	GO:0070390
Dmagna007017-T1	GO:0008270
Dmagna007017-T1	GO:0071819
Dmagna007017-T1	GO:0000124
Dmagna007017-T1	GO:0043171
Dmagna007017-T1	GO:0005643
Dmagna007017-T1	GO:0042277
Dmagna007017-T1	GO:0005654
Dmagna007017-T1	GO:0006368
Dmagna007017-T1	GO:0006406
Dmagna007017-T1	GO:0003713
Dmagna007017-T1	GO:0016570
Dmagna007017-T1	GO:0045893
Dmagna007017-T1	GO:0006325
Dmagna007017-T1	GO:0070647
Dmagna007017-T1	GO:0015031
Dmagna007018-T1	GO:0004177
Dmagna007018-T1	GO:0006508
Dmagna007018-T1	GO:0016020
Dmagna007018-T1	GO:0005737
Dmagna007018-T1	GO:0008237
Dmagna007018-T1	GO:0008270
Dmagna007018-T1	GO:0043171
Dmagna007018-T1	GO:0042277
Dmagna007022-T1	GO:0003700
Dmagna007022-T1	GO:0006355
Dmagna007022-T1	GO:0003677
Dmagna007023-T1	GO:0005680
Dmagna007023-T1	GO:0051301
Dmagna007023-T1	GO:0007049
Dmagna007023-T1	GO:0016567
Dmagna007023-T1	GO:0045842
Dmagna007023-T1	GO:0005819
Dmagna007023-T1	GO:0031145
Dmagna007025-T1	GO:0000796
Dmagna007025-T1	GO:0007076
Dmagna007025-T1	GO:0000793
Dmagna007025-T1	GO:0005737
Dmagna007025-T1	GO:0051301
Dmagna007026-T1	GO:0006839
Dmagna007026-T1	GO:0015367
Dmagna007026-T1	GO:0031966
Dmagna007026-T1	GO:0015742
Dmagna007026-T1	GO:0071423
Dmagna007026-T1	GO:0019866
Dmagna007026-T1	GO:0015117
Dmagna007026-T1	GO:0006094
Dmagna007026-T1	GO:0015131
Dmagna007026-T1	GO:0015141
Dmagna007026-T1	GO:1990904
Dmagna007026-T1	GO:0015116
Dmagna007026-T1	GO:0005634
Dmagna007026-T1	GO:0005886
Dmagna007026-T1	GO:0005515
Dmagna007026-T1	GO:0003723
Dmagna007026-T1	GO:1902356
Dmagna007026-T1	GO:0071422
Dmagna007026-T1	GO:0015709
Dmagna007026-T1	GO:1902358
Dmagna007026-T1	GO:0035435
Dmagna007026-T1	GO:0006869
Dmagna007027-T2	GO:0006839
Dmagna007027-T2	GO:0031966
Dmagna007027-T2	GO:0015218
Dmagna007027-T2	GO:0030302
Dmagna007027-T2	GO:0055085
Dmagna007027-T2	GO:0006390
Dmagna007027-T2	GO:0048311
Dmagna007027-T2	GO:0019866
Dmagna007027-T2	GO:0006864
Dmagna007027-T2	GO:0040011
Dmagna007027-T2	GO:0000002
Dmagna007027-T2	GO:0045333
Dmagna007027-T1	GO:0006839
Dmagna007027-T1	GO:0031966
Dmagna007027-T1	GO:0015218
Dmagna007027-T1	GO:0030302
Dmagna007027-T1	GO:0006390
Dmagna007027-T1	GO:0048311
Dmagna007027-T1	GO:0019866
Dmagna007027-T1	GO:0055085
Dmagna007027-T1	GO:0040011
Dmagna007027-T1	GO:0006864
Dmagna007027-T1	GO:0000002
Dmagna007027-T1	GO:0045333
Dmagna007031-T1	GO:0016757
Dmagna007031-T1	GO:0005794
Dmagna007031-T1	GO:0016020
Dmagna007032-T2	GO:0003743
Dmagna007032-T2	GO:0006413
Dmagna007032-T2	GO:0016281
Dmagna007032-T2	GO:0003723
Dmagna007032-T3	GO:0003743
Dmagna007032-T3	GO:0006413
Dmagna007032-T3	GO:0016281
Dmagna007032-T3	GO:0003723
Dmagna007032-T1	GO:0003743
Dmagna007032-T1	GO:0006413
Dmagna007032-T1	GO:0016281
Dmagna007032-T1	GO:0003723
Dmagna007032-T1	GO:0016020
Dmagna007035-T1	GO:0070628
Dmagna007035-T1	GO:0043161
Dmagna007035-T1	GO:0000502
Dmagna007035-T1	GO:0004866
Dmagna007035-T1	GO:0005783
Dmagna007035-T1	GO:0019222
Dmagna007036-T1	GO:0032511
Dmagna007036-T1	GO:0010008
Dmagna007036-T1	GO:0015031
Dmagna007036-T1	GO:0005771
Dmagna007036-T1	GO:0019222
Dmagna007044-T1	GO:0072669
Dmagna007044-T1	GO:0006388
Dmagna007044-T1	GO:0003723
Dmagna007045-T1	GO:0003986
Dmagna007045-T1	GO:0006083
Dmagna007045-T1	GO:0008775
Dmagna007046-T1	GO:0000981
Dmagna007046-T1	GO:0006357
Dmagna007046-T1	GO:0005634
Dmagna007046-T1	GO:0003677
Dmagna007048-T1	GO:0000981
Dmagna007048-T1	GO:0006357
Dmagna007048-T1	GO:0005634
Dmagna007048-T1	GO:0003677
Dmagna007055-T1	GO:0000981
Dmagna007055-T1	GO:0006357
Dmagna007055-T1	GO:0005634
Dmagna007055-T1	GO:0003677
Dmagna007058-T1	GO:0004563
Dmagna007058-T1	GO:0005975
Dmagna007058-T1	GO:0016020
Dmagna007058-T1	GO:1903561
Dmagna007058-T1	GO:0102148
Dmagna007058-T1	GO:0045087
Dmagna007065-T1	GO:0000981
Dmagna007065-T1	GO:0006357
Dmagna007065-T1	GO:0005634
Dmagna007065-T1	GO:0003677
Dmagna007065-T1	GO:0001067
Dmagna007065-T1	GO:0048598
Dmagna007070-T1	GO:0034707
Dmagna007070-T1	GO:0005254
Dmagna007070-T1	GO:1902476
Dmagna007070-T1	GO:0005886
Dmagna007072-T1	GO:0001054
Dmagna007072-T1	GO:0006360
Dmagna007072-T1	GO:0000428
Dmagna007072-T1	GO:0001056
Dmagna007072-T1	GO:0006383
Dmagna007072-T1	GO:0046983
Dmagna007072-T1	GO:0005634
Dmagna007072-T1	GO:0003677
Dmagna007072-T1	GO:0070013
Dmagna007072-T1	GO:0043232
Dmagna007079-T1	GO:0016020
Dmagna007080-T1	GO:0005654
Dmagna007081-T1	GO:0008083
Dmagna007081-T1	GO:0007165
Dmagna007082-T1	GO:0016868
Dmagna007082-T1	GO:0005975
Dmagna007082-T1	GO:0000287
Dmagna007082-T1	GO:0006166
Dmagna007083-T1	GO:0004364
Dmagna007083-T1	GO:0006749
Dmagna007083-T1	GO:0043231
Dmagna007083-T1	GO:0004602
Dmagna007083-T1	GO:0098869
Dmagna007083-T1	GO:0005737
Dmagna007083-T1	GO:0030855
Dmagna007084-T1	GO:0061956
Dmagna007084-T1	GO:0097598
Dmagna007084-T1	GO:0016787
Dmagna007084-T1	GO:0045654
Dmagna007084-T1	GO:0007341
Dmagna007084-T1	GO:0007286
Dmagna007084-T1	GO:0005634
Dmagna007084-T1	GO:0061136
Dmagna007084-T1	GO:0045893
Dmagna007085-T1	GO:0051179
Dmagna007087-T1	GO:0043130
Dmagna007087-T1	GO:0006355
Dmagna007088-T1	GO:0004089
Dmagna007088-T1	GO:0006730
Dmagna007088-T1	GO:0005737
Dmagna007088-T1	GO:0008270
Dmagna007089-T1	GO:0000795
Dmagna007089-T1	GO:0007131
Dmagna007089-T1	GO:0061630
Dmagna007089-T1	GO:0046872
Dmagna007090-T2	GO:0004070
Dmagna007090-T2	GO:0006207
Dmagna007090-T2	GO:0016597
Dmagna007090-T2	GO:0016812
Dmagna007090-T2	GO:0044205
Dmagna007090-T2	GO:0046872
Dmagna007090-T2	GO:0005524
Dmagna007090-T2	GO:0006520
Dmagna007090-T1	GO:0016597
Dmagna007090-T1	GO:0006207
Dmagna007090-T1	GO:0004070
Dmagna007090-T1	GO:0016812
Dmagna007090-T1	GO:0044205
Dmagna007090-T1	GO:0046872
Dmagna007090-T1	GO:0005524
Dmagna007090-T1	GO:0006520
Dmagna007092-T1	GO:0004088
Dmagna007092-T1	GO:0006207
Dmagna007092-T1	GO:0005829
Dmagna007092-T1	GO:0016597
Dmagna007092-T1	GO:0004070
Dmagna007092-T1	GO:0016020
Dmagna007092-T1	GO:0016812
Dmagna007092-T1	GO:0006541
Dmagna007092-T1	GO:0044205
Dmagna007092-T1	GO:0005524
Dmagna007092-T1	GO:0046872
Dmagna007092-T1	GO:0019240
Dmagna007092-T1	GO:0006228
Dmagna007093-T1	GO:0000278
Dmagna007097-T1	GO:0009887
Dmagna007097-T1	GO:0005856
Dmagna007097-T1	GO:0048731
Dmagna007097-T1	GO:0005886
Dmagna007097-T1	GO:0030154
Dmagna007097-T1	GO:0090090
Dmagna007097-T2	GO:0009887
Dmagna007097-T2	GO:0005856
Dmagna007097-T2	GO:0048731
Dmagna007097-T2	GO:0005886
Dmagna007097-T2	GO:0030154
Dmagna007097-T2	GO:0090090
Dmagna007098-T1	GO:0004674
Dmagna007098-T1	GO:0006468
Dmagna007098-T1	GO:0005634
Dmagna007098-T1	GO:0005524
Dmagna007098-T1	GO:0051726
Dmagna007098-T1	GO:0097472
Dmagna007098-T2	GO:0004674
Dmagna007098-T2	GO:0006468
Dmagna007098-T2	GO:0005634
Dmagna007098-T2	GO:0005524
Dmagna007098-T2	GO:0051726
Dmagna007098-T2	GO:0097472
Dmagna007099-T1	GO:0008201
Dmagna007099-T1	GO:0043025
Dmagna007099-T1	GO:0007409
Dmagna007099-T1	GO:0007417
Dmagna007099-T1	GO:0046914
Dmagna007099-T1	GO:0043005
Dmagna007099-T1	GO:0016020
Dmagna007102-T1	GO:0015020
Dmagna007102-T1	GO:0016020
Dmagna007103-T1	GO:0005509
Dmagna007103-T1	GO:0097228
Dmagna007104-T1	GO:0004672
Dmagna007104-T1	GO:0006468
Dmagna007104-T1	GO:0005524
Dmagna007104-T3	GO:0004672
Dmagna007104-T3	GO:0006468
Dmagna007104-T3	GO:0005524
Dmagna007104-T2	GO:0004674
Dmagna007104-T2	GO:0006468
Dmagna007104-T2	GO:0005737
Dmagna007104-T2	GO:0005524
Dmagna007104-T2	GO:0000226
Dmagna007104-T2	GO:0035556
Dmagna007104-T2	GO:0106310
Dmagna007104-T2	GO:0050321
Dmagna007106-T1	GO:0000050
Dmagna007106-T1	GO:0004055
Dmagna007106-T1	GO:0005829
Dmagna007106-T1	GO:0005654
Dmagna007106-T1	GO:0006526
Dmagna007106-T1	GO:0005524
Dmagna007106-T1	GO:0005739
Dmagna007106-T1	GO:0016020
Dmagna007106-T1	GO:0016597
Dmagna007106-T1	GO:0042802
Dmagna007106-T1	GO:0008168
Dmagna007106-T1	GO:0000053
Dmagna007106-T1	GO:0071499
Dmagna007106-T1	GO:0000052
Dmagna007106-T1	GO:0045429
Dmagna007106-T1	GO:1903038
Dmagna007106-T1	GO:0006531
Dmagna007106-T1	GO:0007623
Dmagna007106-T1	GO:0032259
Dmagna007111-T1	GO:0000398
Dmagna007111-T1	GO:0005634
Dmagna007111-T1	GO:0000974
Dmagna007111-T1	GO:1902494
Dmagna007111-T1	GO:1990904
Dmagna007111-T1	GO:0022618
Dmagna007112-T1	GO:0005634
Dmagna007112-T1	GO:0006355
Dmagna007112-T1	GO:0003677
Dmagna007112-T1	GO:0032991
Dmagna007114-T1	GO:0003723
Dmagna007114-T1	GO:0010608
Dmagna007114-T1	GO:0005634
Dmagna007114-T1	GO:0005737
Dmagna007115-T1	GO:0008218
Dmagna007115-T1	GO:0016020
Dmagna007115-T1	GO:0005324
Dmagna007115-T1	GO:0005777
Dmagna007115-T1	GO:0070328
Dmagna007115-T1	GO:0004467
Dmagna007115-T1	GO:0004497
Dmagna007115-T1	GO:0015909
Dmagna007115-T1	GO:0005783
Dmagna007115-T1	GO:0001676
Dmagna007117-T1	GO:0016020
Dmagna007119-T1	GO:0004983
Dmagna007119-T1	GO:0007218
Dmagna007119-T1	GO:0016020
Dmagna007119-T2	GO:0004930
Dmagna007119-T2	GO:0007186
Dmagna007119-T2	GO:0016020
Dmagna007120-T1	GO:0004930
Dmagna007120-T1	GO:0007186
Dmagna007120-T1	GO:0005886
Dmagna007120-T1	GO:0007631
Dmagna007120-T1	GO:0001653
Dmagna007121-T1	GO:0046872
Dmagna007121-T1	GO:0043229
Dmagna007121-T1	GO:0042826
Dmagna007121-T1	GO:0043227
Dmagna007121-T1	GO:0005737
Dmagna007121-T2	GO:0046872
Dmagna007121-T2	GO:0005634
Dmagna007121-T2	GO:0042826
Dmagna007121-T2	GO:0005737
Dmagna007122-T1	GO:0032958
Dmagna007122-T1	GO:0016301
Dmagna007122-T1	GO:0005634
Dmagna007122-T1	GO:0005737
Dmagna007122-T1	GO:0016020
Dmagna007122-T1	GO:0016773
Dmagna007122-T1	GO:0016310
Dmagna007124-T1	GO:0047496
Dmagna007124-T1	GO:0005739
Dmagna007124-T1	GO:0017022
Dmagna007124-T1	GO:0048311
Dmagna007124-T1	GO:0006605
Dmagna007124-T2	GO:0047496
Dmagna007124-T2	GO:0005739
Dmagna007124-T2	GO:0017022
Dmagna007124-T2	GO:0048311
Dmagna007124-T2	GO:0006605
Dmagna007130-T1	GO:0008528
Dmagna007130-T1	GO:0007186
Dmagna007130-T1	GO:0005886
Dmagna007130-T1	GO:0008344
Dmagna007130-T1	GO:0008345
Dmagna007130-T1	GO:0002209
Dmagna007132-T1	GO:0044087
Dmagna007132-T1	GO:0003779
Dmagna007132-T1	GO:0005884
Dmagna007132-T1	GO:0051128
Dmagna007132-T1	GO:0030427
Dmagna007132-T1	GO:0030864
Dmagna007132-T1	GO:0044877
Dmagna007132-T1	GO:0032535
Dmagna007132-T1	GO:0032970
Dmagna007136-T1	GO:0043565
Dmagna007136-T1	GO:0005634
Dmagna007136-T1	GO:0006355
Dmagna007136-T1	GO:0046872
Dmagna007136-T1	GO:0001067
Dmagna007136-T1	GO:0003690
Dmagna007136-T1	GO:0000981
Dmagna007136-T1	GO:0007548
Dmagna007138-T1	GO:0031146
Dmagna007138-T1	GO:0019005
Dmagna007139-T1	GO:0006801
Dmagna007139-T1	GO:0046527
Dmagna007139-T1	GO:0012505
Dmagna007139-T1	GO:0016020
Dmagna007139-T1	GO:0046872
Dmagna007140-T1	GO:0031396
Dmagna007140-T1	GO:0000776
Dmagna007140-T1	GO:0007089
Dmagna007140-T1	GO:0034501
Dmagna007144-T1	GO:0045944
Dmagna007144-T1	GO:0005667
Dmagna007144-T1	GO:0046983
Dmagna007144-T1	GO:0005634
Dmagna007144-T1	GO:0003700
Dmagna007144-T1	GO:0003677
Dmagna007144-T1	GO:0005737
Dmagna007146-T1	GO:0006357
Dmagna007146-T1	GO:0003700
Dmagna007146-T1	GO:0005634
Dmagna007146-T1	GO:0003677
Dmagna007146-T1	GO:0001067
Dmagna007147-T1	GO:0072553
Dmagna007147-T1	GO:0005885
Dmagna007147-T1	GO:0051015
Dmagna007147-T1	GO:0045887
Dmagna007147-T1	GO:0007015
Dmagna007147-T1	GO:0051489
Dmagna007147-T1	GO:0000902
Dmagna007147-T2	GO:0007015
Dmagna007147-T2	GO:0005885
Dmagna007147-T2	GO:0003779
Dmagna007147-T2	GO:0044877
Dmagna007147-T2	GO:0005524
Dmagna007147-T2	GO:0072553
Dmagna007147-T2	GO:0045887
Dmagna007147-T2	GO:0005737
Dmagna007147-T2	GO:0051489
Dmagna007147-T2	GO:0000902
Dmagna007149-T1	GO:0140293
Dmagna007149-T1	GO:0140291
Dmagna007149-T1	GO:0005654
Dmagna007149-T1	GO:0004721
Dmagna007149-T1	GO:0042278
Dmagna007149-T1	GO:0006974
